telepules;megye
Sashalomdűlő;Pest
Sashegy (Tápiószentmárton);Pest
Sáska;Veszprém
Sáta;Borsod-Abaúj-Zemplén
Sátoraljaújhely;Borsod-Abaúj-Zemplén
Sátoraljaújhely Újtelep;Borsod-Abaúj-Zemplén
Sátorhely;Baranya
Sávoly;Somogy
Sé;Vas
Segesd;Somogy
Segesvári út;Pest
Sellye;Baranya
Selyeb;Borsod-Abaúj-Zemplén
Selymes;Bács-Kiskun
Selyp;Heves
Semjén;Borsod-Abaúj-Zemplén
Semjénháza;Zala
Sénye;Zala
Senyeháza (Bajánsenye);Vas
Sényő;Szabolcs-Szatmár-Bereg
Seregélyes;Fejér
Serényfalva;Borsod-Abaúj-Zemplén
Sérfenyősziget (Dunasziget);Győr-Moson-Sopron
Sérsekszőlős;Somogy
Sikátor;Veszprém
Síkfőkút;Heves
Siklós;Baranya
Siklósbodony;Baranya
Siklósnagyfalu;Baranya
Sikonda (Komló);Baranya
Sima;Borsod-Abaúj-Zemplén
Simaság;Vas
Simonfa;Somogy
Simontornya;Tolna
Sinatelep;Fejér
Sióagárd;Tolna
Siófok;Somogy
Siójut;Somogy
Siposbokor (Nagycserkesz);Szabolcs-Szatmár-Bereg
Siposmalom;Csongrád
Siratói szőlők;Békés
Síróhegy;Csongrád
Sirok;Heves
Siskaszer (Őriszentpéter);Vas
Sitke;Vas
Sobor;Győr-Moson-Sopron
Sokorópátka;Győr-Moson-Sopron
Sokorópátka Újtelep;Győr-Moson-Sopron
Soldostelep;Borsod-Abaúj-Zemplén
Solt;Bács-Kiskun
Soltszentimre;Bács-Kiskun
Soltvadkert;Bács-Kiskun
Sóly;Veszprém
Solymár;Pest
Som;Somogy
Somberek;Baranya
Somhegypuszta (Bakonybél);Veszprém
Somlóhegy;Veszprém
Somlói út (Környebánya);Komárom-Esztergom
Somlójenő;Veszprém
Somlószőlős;Veszprém
Somlóvásárhely;Veszprém
Somlóvecse;Veszprém
Somlyó-Bányatelep (Salgótarján);Nógrád
Somodor;Somogy
Somodorpuszta;Somogy
Somogy (Pécs);Baranya
Somogyacsa;Somogy
Somogyapáti;Baranya
Somogyaracs;Somogy
Somogyaszaló;Somogy
Somogybabod;Somogy
Somogybükkösd;Somogy
Somogycsicsó;Somogy
Somogydöröcske;Somogy
Somogyegres;Somogy
Somogyfajsz;Somogy
Somogyfehéregyház (Somogyzsitfa);Somogy
Somogygeszti;Somogy
Somogyhárságy;Baranya
Somogyhatvan;Baranya
Somogyjád;Somogy
Somogymeggyes;Somogy
Somogysámson;Somogy
Somogysárd;Somogy
Somogysimonyi;Somogy
Somogyszentpál;Somogy
Somogyszil;Somogy
Somogyszob;Somogy
Somogytarnóca (Barcs);Somogy
Somogytúr;Somogy
Somogyudvarhely;Somogy
Somogyvámos;Somogy
Somogyvár;Somogy
Somogyviszló;Baranya
Somogyzsitfa;Somogy
Somoskő;Nógrád
Somoskőújfalu (Salgótarján);Nógrád
Somostelep (Balatonföldvár);Somogy
Somsályfő (Ózd);Borsod-Abaúj-Zemplén
Sonkád;Szabolcs-Szatmár-Bereg
Soponya;Fejér
Sopron;Győr-Moson-Sopron
Sopronhorpács;Győr-Moson-Sopron
Sopronkőhida;Győr-Moson-Sopron
Sopronkövesd;Győr-Moson-Sopron
Sopronnémeti;Győr-Moson-Sopron
Sopronpuszta;Győr-Moson-Sopron
Sorik (Felsőzsolca);Borsod-Abaúj-Zemplén
Sorkifalud;Vas
Sorkikápolna;Vas
Sormás;Zala
Sorokpolány;Vas
Soroksár (Budapest);Budapest
Soroksár-Újtelep (Budapest);Budapest
Sóshartyán;Nógrád
Sóskút;Pest
Sóstó (Hosszúpályi);Hajdú-Bihar
Sóstó (Siófok);Somogy
Sóstófalva;Borsod-Abaúj-Zemplén
Sóstógyógyfürdő (Nyíregyháza);Szabolcs-Szatmár-Bereg
Sóstóhegy (Nyíregyháza);Szabolcs-Szatmár-Bereg
Sósvertike;Baranya
Sótony;Vas
Söjtör;Zala
Sömjénmihályfa;Vas
Sömjénmihályfa Újtelep;Vas
Söpte;Vas
Söréd;Fejér
Sörnyepuszta;Somogy
Sukoró;Fejér
Sulyánbokor (Nyíregyháza);Szabolcs-Szatmár-Bereg
Sumony;Baranya
Súr;Komárom-Esztergom
Surány-üdülőtelep;Pest
Surd;Zala
Surjány;Jász-Nagykun-Szolnok
Surjány-Újtelep;Jász-Nagykun-Szolnok
Susa (Ózd);Borsod-Abaúj-Zemplén
Susán (Hódmezővásárhely);Csongrád
Sükösd;Bács-Kiskun
Sülysáp;Pest
Sümeg;Veszprém
Sümegcsehi;Zala
Sümegprága;Veszprém
Süttő;Komárom-Esztergom
Szabadbattyán;Fejér
Szabadegyháza;Fejér
Szabadhegy (Győr);Győr-Moson-Sopron
Szabadhegy (Nagykanizsa);Zala
Szabadhídvég;Fejér
Szabadi;Somogy
Szabadkígyós;Békés
Szabadság lakótelep;Veszprém
Szabadság tér (Kiskorpád);Somogy
Szabadsághegy (Budapest);Budapest
Szabadságliget (Dunakeszi);Pest
Szabadságliget (Pilisvörösvár);Pest
Szabadságmajor;Baranya
Szabadságpuszta;Baranya
Szabadságtanya;Szabolcs-Szatmár-Bereg
Szabadságtelep (Budapest);Budapest
Szabadságtelep (Kengyel);Jász-Nagykun-Szolnok
Szabadságtelep (Nyírlugos);Szabolcs-Szatmár-Bereg
Szabadságtelep (Sajószentpéter);Borsod-Abaúj-Zemplén
Szabadságtp. (Nyíregyháza);Szabolcs-Szatmár-Bereg
Szabadszállás;Bács-Kiskun
Szabadszentkirály;Baranya
Szabás;Somogy
Szabó Sándor tp. (Kecskemét);Bács-Kiskun
Szabóhegy;Bács-Kiskun
Szabolcs;Szabolcs-Szatmár-Bereg
Szabolcsbáka;Szabolcs-Szatmár-Bereg
Szabolcsveresmart;Szabolcs-Szatmár-Bereg
Szada;Pest
Szágy;Baranya
Szajk;Baranya
Szajla;Heves
Szajol;Jász-Nagykun-Szolnok
Szák (Szákszend);Komárom-Esztergom
Szakácsi;Borsod-Abaúj-Zemplén
Szakadát;Tolna
Szakáld;Borsod-Abaúj-Zemplén
Szakállas;Jász-Nagykun-Szolnok
Szakály;Tolna
Szakcs;Tolna
Szakmár;Bács-Kiskun
Szaknyér;Vas
Szakoly;Szabolcs-Szatmár-Bereg
Szakolykert;Szabolcs-Szatmár-Bereg
Szakony;Győr-Moson-Sopron
Szakonyfalu;Vas
Szákszend;Komárom-Esztergom
Szalafő;Vas
Szalánta;Baranya
Szalapa;Zala
Szalaszend;Borsod-Abaúj-Zemplén
Szalatnak;Baranya
Szálka;Tolna
Szalkszentmárton;Bács-Kiskun
Szalmatercs;Nógrád
Szalmaváros (Tyukod);Szabolcs-Szatmár-Bereg
Szalonna;Borsod-Abaúj-Zemplén
Szamosangyalos;Szabolcs-Szatmár-Bereg
Szamosbecs;Szabolcs-Szatmár-Bereg
Szamoskér;Szabolcs-Szatmár-Bereg
Szamossályi;Szabolcs-Szatmár-Bereg
Szamosszeg;Szabolcs-Szatmár-Bereg
Szamostatárfalva;Szabolcs-Szatmár-Bereg
Szamosújlak;Szabolcs-Szatmár-Bereg
Szanazug (Doboz);Békés
Szanda;Nógrád
Szandaszőlős (Szolnok);Jász-Nagykun-Szolnok
Szandaváralja;Nógrád
Szank;Bács-Kiskun
Szanticska;Borsod-Abaúj-Zemplén
Szántód;Somogy
Szántópuszta;Bács-Kiskun
Szántótanya;Szabolcs-Szatmár-Bereg
Szany;Győr-Moson-Sopron
Szápár;Veszprém
Szapárfalu (Fegyvernek);Jász-Nagykun-Szolnok
Szaporca;Baranya
Szár;Fejér
Szárász;Baranya
Szárazd;Tolna
Szárazrét (Székesfehérvár);Fejér
Szárföld;Győr-Moson-Sopron
Szarkahegy;Tolna
Szarkavár (Kaposújlak);Somogy
Szárliget;Fejér
Szarvas;Békés
Szarvasd;Tolna
Szarvasgede;Nógrád
Szarvaskend;Vas
Szarvaskő;Heves
Szászberek;Jász-Nagykun-Szolnok
Szászfa;Borsod-Abaúj-Zemplén
Szásztelek;Hajdú-Bihar
Szászvár;Baranya
Szatina;Baranya
Szatmárcseke;Szabolcs-Szatmár-Bereg
Szatmári út;Hajdú-Bihar
Szátok;Nógrád
Szatta;Vas
Szatymaz;Csongrád
Szava;Baranya
Százhalombatta;Pest
Százhalombatta Újváros;Pest
Szebény;Baranya
Széchenyi-lakótp. (Szolnok);Jász-Nagykun-Szolnok
Széchenyi-tp.(Baracs);Fejér
Széchenyiváros (Kecskemét);Bács-Kiskun
Szécsénke;Nógrád
Szécsény;Nógrád
Szécsényfelfalu;Nógrád
Szécsisziget;Zala
Szécsitelep (Kunszentmiklós);Bács-Kiskun
Szederkény;Baranya
Szederkénypuszta;Heves
Szedertelep (Szentes);Csongrád
Szedres;Tolna
Szeged;Csongrád
Szegerdő;Somogy
Szeghalom;Békés
Szegi;Borsod-Abaúj-Zemplén
Szegilong;Borsod-Abaúj-Zemplén
Szegvár;Csongrád
Székely;Szabolcs-Szatmár-Bereg
Székelyszabar;Baranya
Szekeresbokor (Nyírtelek);Szabolcs-Szatmár-Bereg
Székesfehérvár;Fejér
Székesfehérvár Alsóváros;Fejér
Székkutas;Csongrád
Szekszárd;Tolna
Székvölgypuszta;Nógrád
Szeleditópart;Bács-Kiskun
Szeleifalu (Kecskemét);Bács-Kiskun
Szelesbokor (Nyíregyháza);Szabolcs-Szatmár-Bereg
Szeleste;Vas
Szelevény;Jász-Nagykun-Szolnok
Szélföld (Csatár);Zala
Szellő;Baranya
Szélsőbokor;Szabolcs-Szatmár-Bereg
Szemely;Baranya
Szemenye;Vas
Szemere;Borsod-Abaúj-Zemplén
Szemeretelep (Budapest);Budapest
Szemlőhegy (Budapest);Budapest
Szénásvölgypuszta;Zala
Szend (Szákszend);Komárom-Esztergom
Szendehely;Nógrád
Szendpuszta;Somogy
Szendrő;Borsod-Abaúj-Zemplén
Szendrőlád;Borsod-Abaúj-Zemplén
Szenna;Somogy
Szenna;Borsod-Abaúj-Zemplén
Szenna (Ózd);Borsod-Abaúj-Zemplén
Szent István út;Fejér
Szenta;Somogy
Szentannapuszta (Nyíracsád);Hajdú-Bihar
Szentantalfa;Veszprém
Szentbalázs;Somogy
Szentbékkálla;Veszprém
Szentborbás;Somogy
Szentdénes;Baranya
Szentdomján (Bükkösd);Baranya
Szentdomonkos;Heves
Szente;Nógrád
Szentegát;Baranya
Szentendre;Pest
Szentes;Csongrád
Szentgál;Veszprém
Szentgáloskér;Somogy
Szentgálpuszta;Tolna
Szentgotthárd;Vas
Szentgyörgypuszta;Komárom-Esztergom
Szentgyörgytelep (Budapest);Budapest
Szentgyörgyvár;Zala
Szentgyörgyvölgy;Zala
Szentilonatelep (Érd);Pest
Szentimrefalva;Veszprém
Szentimretelep (Nyáregyháza);Pest
Szentimretelep (Perkáta);Fejér
Szentistván;Borsod-Abaúj-Zemplén
Szentistvánbaksa;Borsod-Abaúj-Zemplén
Szentistvánlak;Zala
Szentivánfa (Uraiújfalu);Vas
Szentivánpuszta;Tolna
Szentjakabfa;Veszprém
Szentkatalin;Baranya
Szentkirály;Bács-Kiskun
Szentkirály (Szombathely);Vas
Szentkirályszabadja;Veszprém
Szentkozmadombja;Zala
Szentkút;Csongrád
Szentkút;Győr-Moson-Sopron
Szentkút (Mátraverebély);Nógrád
Szentlászló;Baranya
Szentléránt (Sorkifalud);Vas
Szentliszló;Zala
Szentlőrinc;Baranya
Szentlőrinckáta;Pest
Szentmargitfalva;Zala
Szentmártonkáta;Pest
Szentmártonkáta Újtelep;Pest
Szentmihályfapuszta (Kétújfalu);Baranya
Szentmihályhegy;Somogy
Szentmihályi iskola sor;Komárom-Esztergom
Szentmihálytelek (Szeged);Csongrád
Szentmiklósfa (Pápoc);Vas
Szentpálfalva (Gyula);Békés
Szentpéterfa;Vas
Szentpéterfölde;Zala
Szentpéterszeg;Hajdú-Bihar
Szentpéterúr;Zala
Szentsimon (Ózd);Borsod-Abaúj-Zemplén
Szenyér;Somogy
Szepes (Debrecen);Hajdú-Bihar
Szepetnek;Zala
Szepezdfürdő;Veszprém
Széphalom (Budapest);Budapest
Széphalom (Sátoraljaújhely);Borsod-Abaúj-Zemplén
Széphegy (Kerepestarcsa);Pest
Szépilona (Budapest);Budapest
Széptölgyes;Tolna
Szerecseny;Győr-Moson-Sopron
Szeremle;Bács-Kiskun
Szerencs;Borsod-Abaúj-Zemplén
Szerep;Hajdú-Bihar
Szergény;Vas
Szeszgyártelep (Szabadegyháza);Fejér
Sziget (Zalaszentmihály);Zala
Szigetbecse;Pest
Szigetcsép;Pest
Szigethalom;Pest
Szigetmonostor;Pest
Szigetszentmárton;Pest
Szigetszentmiklós;Pest
Szigetújfalu;Pest
Szigetvár;Baranya
Szigliget;Veszprém
Szihalom;Heves
Szijártóháza;Zala
Szikáncs (Hódmezővásárhely);Csongrád
Szikigyakor;Hajdú-Bihar
Szikszó;Borsod-Abaúj-Zemplén
Szil;Győr-Moson-Sopron
Szilágy;Baranya
Szilágypuszta;Baranya
Szilaspogony;Nógrád
Szilfás;Tolna
Szilos (Kecel);Bács-Kiskun
Szilsárkány;Győr-Moson-Sopron
Szilvágy;Zala
Szilvás;Baranya
Szilvások (Felsőzsolca);Borsod-Abaúj-Zemplén
Szilvásvárad;Heves
Szilvásszentmárton;Somogy
Szin;Borsod-Abaúj-Zemplén
Szinpetri;Borsod-Abaúj-Zemplén
Szirák;Nógrád
Szirák Újtelep;Nógrád
Szirma (Miskolc);Borsod-Abaúj-Zemplén
Szirmabesenyő;Borsod-Abaúj-Zemplén
Szitás (Balkány);Szabolcs-Szatmár-Bereg
Szob;Pest
Szokolya;Pest
Szólád;Somogy
Szolnok;Jász-Nagykun-Szolnok
Szombathely;Vas
Szomód;Komárom-Esztergom
Szomolya;Borsod-Abaúj-Zemplén
Szomor;Komárom-Esztergom
Szomoróc (Kercaszomor);Vas
Szompácspuszta;Zala
Szorgalmatos;Szabolcs-Szatmár-Bereg
Szórópuszta;Jász-Nagykun-Szolnok
Szorosad;Somogy
Szorospatak;Nógrád
Szőc;Veszprém
Szőce;Vas
Szőcsénypuszta;Somogy
Sződ;Pest
Sződliget;Pest
Szögliget;Borsod-Abaúj-Zemplén
Szőgye (Kisbajcs);Győr-Moson-Sopron
Szőke;Baranya
Szőkéd;Baranya
Szőkedencs;Somogy
Szőlőhegy (Alsópáhok);Zala
Szőlőhegy (Bőnyrétalap);Győr-Moson-Sopron
Szőlőhegy (Győrszemere);Győr-Moson-Sopron
Szőlőhegy (Medina);Tolna
Szőlőhegy (Mezőfalva );Fejér
Szőlőhegy (Románd);Veszprém
Szőlőhegy (Seregélyes);Fejér
Szőlőhegy (Súr);Komárom-Esztergom
Szőlőhegy (Szerecseny);Veszprém
Szőlőhegy( Nagykarácsony );Fejér
Szőlőkaljapuszta;Nógrád
Szőlős (Szombathely);Vas
Szőlősardó;Borsod-Abaúj-Zemplén
Szőlősgyörök;Somogy
Szőlőskislak (Boglárlelle);Somogy
Szőlősnyaraló (Sülysáp);Pest
Szőlőújtelep;Jász-Nagykun-Szolnok
Szőny (Komárom);Komárom-Esztergom
Szőreg (Szeged);Csongrád
Szörény;Baranya
Szőrösparcella;Pest
Szúcs;Heves
Szuha;Nógrád
Szuhafő;Borsod-Abaúj-Zemplén
Szuhakálló;Borsod-Abaúj-Zemplén
Szuhogy;Borsod-Abaúj-Zemplén
Szula (Ráckeve);Pest
Szulimán;Baranya
Szulok;Somogy
Szúpatak (Bátonyterenye);Nógrád
Szurdokpüspöki;Nógrád
Szurokhegy;Tolna
Szűcsi;Heves
Szűcstelep (Cegléd);Pest
Szügy;Nógrád
Szűr;Baranya
Tab;Somogy
Tabajd;Fejér
Tabán (Hódmezővásárhely);Csongrád
Tabán (Kiskunhalas);Bács-Kiskun
Tabánhegy (Mende);Pest
Tabdi;Bács-Kiskun
Tabód (Bonyhád);Tolna
Tabódszerdahely (Bonyhád);Tolna
Táborfalva;Pest
Tác;Fejér
Tagyon;Veszprém
Tahi (Tahitótfalu);Pest
Tahitótfalu;Pest
Tajó Állami Gazdaság;Bács-Kiskun
Takácshegy;Somogy
Takácsi;Veszprém
Tákos;Szabolcs-Szatmár-Bereg
Taksony;Pest
Taktabáj;Borsod-Abaúj-Zemplén
Taktaharkány;Borsod-Abaúj-Zemplén
Taktakenéz;Borsod-Abaúj-Zemplén
Taktaszada;Borsod-Abaúj-Zemplén
Talapatka (Máriaújfalu);Vas
Talfája;Bács-Kiskun
Taliándörögd;Veszprém
Tallin-körzet (Szolnok);Jász-Nagykun-Szolnok
Tállya;Borsod-Abaúj-Zemplén
Tamásbokor;Szabolcs-Szatmár-Bereg
Tamási;Tolna
Tamásipuszta;Hajdú-Bihar
Tanakajd;Vas
Táncsics tanyaközpont;Békés
Táncsicsbokor;Szabolcs-Szatmár-Bereg
Táncsicstelep;Hajdú-Bihar
Táncsicstelep (Biri);Szabolcs-Szatmár-Bereg
Tanítótelep (Örvényes);Veszprém
Tanyaföldek;Jász-Nagykun-Szolnok
Táp;Győr-Moson-Sopron
Tápé (Szeged);Csongrád
Tápióbicske;Pest
Tápiógyörgye;Pest
Tápióság;Pest
Tápiósáp (Sülysáp);Pest
Tápiósüly (Sülysáp);Pest
Tápiószecső;Pest
Tápiószele;Pest
Tápiószentmárton;Pest
Tápiószőlős;Pest
Táplánszentkereszt;Vas
Tapolca;Veszprém
Tapolcafő;Veszprém
Tapsony;Somogy
Tápszentmiklós;Győr-Moson-Sopron
Tar;Nógrád
Tarany;Somogy
Tarcal;Borsod-Abaúj-Zemplén
Tarcsapuszta;Baranya
Tard;Borsod-Abaúj-Zemplén
Tardona;Borsod-Abaúj-Zemplén
Tardos;Komárom-Esztergom
Tarhos;Békés
Tarján;Komárom-Esztergom
Tarján (Hódmezővásárhely);Csongrád
Tarjánpuszta;Győr-Moson-Sopron
Tárkány;Komárom-Esztergom
Tarnabod;Heves
Tarnalelesz;Heves
Tarnaméra;Heves
Tarnaörs;Heves
Tarnaszentmária;Heves
Tarnaszentmiklós;Heves
Tarnazsadány;Heves
Tárnok;Pest
Tárnok Újtelep;Pest
Tárnokréti;Győr-Moson-Sopron
Taródfa (Kemestaródfa);Vas
Tarpa;Szabolcs-Szatmár-Bereg
Tarpa Újtelep;Szabolcs-Szatmár-Bereg
Tarrós;Baranya
Táska;Somogy
Tass;Bács-Kiskun
Tasskertes;Bács-Kiskun
Taszár;Somogy
Tát;Komárom-Esztergom
Tata;Komárom-Esztergom
Tatabánya;Komárom-Esztergom
Tatabánya Újváros;Komárom-Esztergom
Tataháza;Bács-Kiskun
Tatársánc (Orosháza);Békés
Tatárszentgyörgy;Pest
Tát-Kertváros;Komárom-Esztergom
Tátompuszta;Somogy
Tát-Újtelep;Komárom-Esztergom
Tavankúti sor (Csikéria);Bács-Kiskun
Tázlár;Bács-Kiskun
Tedej (Hajdúnánás);Hajdú-Bihar
Téglás;Hajdú-Bihar
Tégláskert (Debrecen);Hajdú-Bihar
Tejfalusziget;Győr-Moson-Sopron
Tekenye (Zalaszentgrót);Zala
Tékes;Baranya
Teklafalu;Baranya
Telekes;Vas
Telekgerendás;Békés
Telekháza;Hajdú-Bihar
Teleki;Somogy
Telki;Pest
Telkibánya;Borsod-Abaúj-Zemplén
Templomos (Baracs);Fejér
Templomszer (Őriszentpéter);Vas
Templomszer (Szalafő);Vas
Tengelic;Tolna
Tengelic-Szőlőhegy;Tolna
Tengeri;Baranya
Tengőd;Somogy
Tenk;Heves
Tényő;Győr-Moson-Sopron
Tépe;Hajdú-Bihar
Terebezdpuszta;Somogy
Terecseny;Baranya
Terehegy (Harkány);Baranya
Terem;Szabolcs-Szatmár-Bereg
Terény;Nógrád
Tereske;Nógrád
Teresztenye;Borsod-Abaúj-Zemplén
Terpes;Heves
Tés;Veszprém
Tésa;Pest
Tésenfa;Baranya
Téseny;Baranya
Teskánd;Zala
Tét;Győr-Moson-Sopron
Tételhegy;Bács-Kiskun
Tetétlen;Hajdú-Bihar
Tevel;Tolna
Tibolddaróc;Borsod-Abaúj-Zemplén
Tiborszállás;Szabolcs-Szatmár-Bereg
Tihany;Veszprém
Tikos;Somogy
Tilaj;Zala
Tilajújhegy;Zala
Tilalmas (Karcag);Jász-Nagykun-Szolnok
Timár;Szabolcs-Szatmár-Bereg
Tinnye;Pest
Tiszaadony;Szabolcs-Szatmár-Bereg
Tiszaalpár;Bács-Kiskun
Tiszabábolna;Borsod-Abaúj-Zemplén
Tiszabecs;Szabolcs-Szatmár-Bereg
Tiszabercel;Szabolcs-Szatmár-Bereg
Tiszabezdéd;Szabolcs-Szatmár-Bereg
Tiszabő;Jász-Nagykun-Szolnok
Tiszabög (Tiszakécske);Bács-Kiskun
Tiszabura;Jász-Nagykun-Szolnok
Tiszabűd (Tiszavasvári);Szabolcs-Szatmár-Bereg
Tiszacsécse;Szabolcs-Szatmár-Bereg
Tiszacsege;Hajdú-Bihar
Tiszacsermely;Borsod-Abaúj-Zemplén
Tiszadada;Szabolcs-Szatmár-Bereg
Tiszaderzs;Jász-Nagykun-Szolnok
Tiszadob;Szabolcs-Szatmár-Bereg
Tiszadorogma;Borsod-Abaúj-Zemplén
Tiszaeszlár;Szabolcs-Szatmár-Bereg
Tiszaeszlár Újtelep;Szabolcs-Szatmár-Bereg
Tiszaföldvár;Jász-Nagykun-Szolnok
Tiszafüred;Jász-Nagykun-Szolnok
Tiszagyenda;Jász-Nagykun-Szolnok
Tiszagyulaháza;Hajdú-Bihar
Tiszaigar;Jász-Nagykun-Szolnok
Tiszainoka;Jász-Nagykun-Szolnok
Tiszajenő;Jász-Nagykun-Szolnok
Tiszakanyár;Szabolcs-Szatmár-Bereg
Tiszakarád;Borsod-Abaúj-Zemplén
Tiszakécske;Bács-Kiskun
Tiszakerecseny;Szabolcs-Szatmár-Bereg
Tiszakeszi;Borsod-Abaúj-Zemplén
Tiszakóród;Szabolcs-Szatmár-Bereg
Tiszakürt;Jász-Nagykun-Szolnok
Tiszaladány;Borsod-Abaúj-Zemplén
Tiszalök;Szabolcs-Szatmár-Bereg
Tiszalök Újtelep;Szabolcs-Szatmár-Bereg
Tiszalúc;Borsod-Abaúj-Zemplén
Tiszamogyorós;Szabolcs-Szatmár-Bereg
Tiszanagyfalu;Szabolcs-Szatmár-Bereg
Tiszanána;Heves
Tiszaörs;Jász-Nagykun-Szolnok
Tiszaörvény (Tiszafüred);Jász-Nagykun-Szolnok
Tiszapalkonya;Borsod-Abaúj-Zemplén
Tiszapüspöki;Jász-Nagykun-Szolnok
Tiszarád;Szabolcs-Szatmár-Bereg
Tiszaroff;Jász-Nagykun-Szolnok
Tiszasas;Jász-Nagykun-Szolnok
Tiszasüly;Jász-Nagykun-Szolnok
Tiszaszalka;Szabolcs-Szatmár-Bereg
Tiszaszentimre;Jász-Nagykun-Szolnok
Tiszaszentmárton;Szabolcs-Szatmár-Bereg
Tiszasziget;Csongrád
Tiszaszőlős;Jász-Nagykun-Szolnok
Tiszatardos;Borsod-Abaúj-Zemplén
Tiszatarján;Borsod-Abaúj-Zemplén
Tiszatelek;Szabolcs-Szatmár-Bereg
Tiszatenyő;Jász-Nagykun-Szolnok
Tiszaug;Bács-Kiskun
Tiszaújfalu (Tiszaalpár);Bács-Kiskun
Tiszaújváros;Borsod-Abaúj-Zemplén
Tiszavalk;Borsod-Abaúj-Zemplén
Tiszavárkony;Jász-Nagykun-Szolnok
Tiszavasvári;Szabolcs-Szatmár-Bereg
Tiszavid;Szabolcs-Szatmár-Bereg
Tisztaberek;Szabolcs-Szatmár-Bereg
Tisztviselőtelep (Budapest);Budapest
Tivadar;Szabolcs-Szatmár-Bereg
Tóalmás;Pest
Tobruk (Balatonfűzfő);Veszprém
Tófalu;Heves
Tófej;Zala
Tófű;Baranya
Tokaj;Borsod-Abaúj-Zemplén
Tokod;Komárom-Esztergom
Tokodaltáró;Komárom-Esztergom
Tokod-kolónia;Komárom-Esztergom
Tokorcs;Vas
Tolcsva;Borsod-Abaúj-Zemplén
Told;Hajdú-Bihar
Tolmács;Nógrád
Tolna;Tolna
Tolnanémedi;Tolna
Tomajmonostora;Jász-Nagykun-Szolnok
Tomor;Borsod-Abaúj-Zemplén
Tompa;Bács-Kiskun
Tompahát (Derekegyház);Csongrád
Tompaládony;Vas
Tompapuszta (Battonya);Békés
Toponár (Kaposvár);Somogy
Torbágy (Biatorbágy);Pest
Tordas;Fejér
Tormafölde;Zala
Tormás;Baranya
Tormásliget;Vas
Tormáspuszta (Balkány);Szabolcs-Szatmár-Bereg
Tornabarakony;Borsod-Abaúj-Zemplén
Tornakápolna;Borsod-Abaúj-Zemplén
Tornanádaska;Borsod-Abaúj-Zemplén
Tornaszentandrás;Borsod-Abaúj-Zemplén
Tornaszentjakab;Borsod-Abaúj-Zemplén
Tornyiszentmiklós;Zala
Tornyosnémeti;Borsod-Abaúj-Zemplén
Tornyospálca;Szabolcs-Szatmár-Bereg
Tornyospálca Újtelep;Szabolcs-Szatmár-Bereg
Torony;Vas
Torvaj;Somogy
Tósok (Ajka);Veszprém
Tószeg;Jász-Nagykun-Szolnok
Tótfalu (Fülöp);Hajdú-Bihar
Tótfalu (Sorkikápolna);Vas
Tótfalu (Tahitótfalu);Pest
Tótkomlós;Békés
Tótokföldje;Baranya
Tótszentgyörgy;Baranya
Tótszentmárton;Zala
Tótszerdahely;Zala
Tótújfalu;Somogy
Tótújfalu (Szilaspogony);Nógrád
Tótvázsony;Veszprém
Tóváros (Tata);Komárom-Esztergom
Tóvölgy;Baranya
Tök;Pest
Tökfalu (Pusztaottlaka);Békés
Tököl;Pest
Tökszög;Borsod-Abaúj-Zemplén
Tölgyestanya (Gégény);Szabolcs-Szatmár-Bereg
Tölgyesszögtanya;Szabolcs-Szatmár-Bereg
Tölgyfástanya;Szabolcs-Szatmár-Bereg
Tölöshegy (Gyékényes);Somogy
Töltéstava;Győr-Moson-Sopron
Tömörd;Vas
Tömörkény;Csongrád
Töreki;Somogy
Töröcske (Kaposvár);Somogy
Törökbálint;Pest
Törökkopány;Somogy
Törökszentmiklós;Jász-Nagykun-Szolnok
Törökszentmiklös;Jász-Nagykun-Szolnok
Törökvész (Budapest);Budapest
Törtel;Pest
Törzsökhegy;Veszprém
Tőserdő-üdülőtp.;Bács-Kiskun
Töttös;Baranya
Töttös (Gutatöttös);Vas
Töviskes;Békés
Tőzeggyármajor;Győr-Moson-Sopron
Trizs;Borsod-Abaúj-Zemplén
Tsz-lakótelep;Bács-Kiskun
Tuka;Hajdú-Bihar
Tunyogmatolcs;Szabolcs-Szatmár-Bereg
Tura;Pest
Túristvándi;Szabolcs-Szatmár-Bereg
Túrkeve;Jász-Nagykun-Szolnok
Túrony;Baranya
Túrricse;Szabolcs-Szatmár-Bereg
Tuskós;Tolna
Tuzsér;Szabolcs-Szatmár-Bereg
Tüdőszanatórium (Farkasgyepű);Veszprém
Tündérmajor;Veszprém
Türje;Zala
Tüske (Dombóvár);Tolna
Tüskeszentpéter (Zalaszentgrót);Zala
Tüskevár;Veszprém
Tüskevár (Segesd);Somogy
Tyukod;Szabolcs-Szatmár-Bereg
Udvar;Baranya
Udvari;Tolna
Ugod;Veszprém
Ugod Újtelep;Veszprém
Ugyer;Pest
Újaracs (Somogyaracs);Somogy
Újavas-psz.;Zala
Újbányatelep;Borsod-Abaúj-Zemplén
Újbarok;Fejér
Újberekpuszta;Tolna
Újbög (Tiszabög);Bács-Kiskun
Újcsanálos;Borsod-Abaúj-Zemplén
Újdiósgyőr (Miskolc);Borsod-Abaúj-Zemplén
Újdombóvár (Dombóvár);Tolna
Újdombrád;Szabolcs-Szatmár-Bereg
Újerdő;Pest
Újerdő;Jász-Nagykun-Szolnok
